,chargerId,gpsLat,gpsLong,type,physicalPosition,session.position,carChargeParameter.maxPower,numberStacks,average_current_all_months,polygon,number_charging_station,area_km2,population_density,land_use_summary,amenity_school_count,amenity_university_count,amenity_restaurant_count,amenity_place_of_worship_count,amenity_community_centre_count,amenity_townhall_count,amenity_parking_count,amenity_library_count,leisure_park_count,leisure_cinema_count,building_commercial_count,building_government_count,building_civic_count,building_retail_count,land_use,oneway,lanes,highway,maxspeed,node_count,edge_count
36,9264.0,43.99432,12.61851,CCS2_400,4.0,2,0.0,4.0,462.1458041958042,"POLYGON ((12.612266600226008 43.989798141335214, 12.612266600226008 43.99884185866479, 12.624753399773994 43.99884185866479, 12.624753399773994 43.989798141335214, 12.612266600226008 43.989798141335214))",1,1,1266.079171,,0,0,0,0,0,0,16,0,7,0,0,0,0,0,residential,yes,3,residential,62.10526315789474,73,157
37,9466.0,43.65052,11.46448,CCS2_400,4.0,2,230000.0,4.0,438.90550595238096,"POLYGON ((11.458272451133737 43.64599814133521, 11.458272451133737 43.65504185866479, 11.470687548866263 43.65504185866479, 11.470687548866263 43.64599814133521, 11.458272451133737 43.64599814133521))",2,1,296.330718,,0,0,1,0,0,0,3,0,0,0,0,0,0,0,residential,yes,2,service,80.0,21,34
38,9725.0,44.28767509785708,8.441156121269197,CCS2_400,4.0,2,250000.0,4.0,409.0602083333333,"POLYGON ((8.434881622297059 44.283153239192295, 8.434881622297059 44.29219695652187, 8.447430620241335 44.29219695652187, 8.447430620241335 44.283153239192295, 8.434881622297059 44.283153239192295))",1,1,2047.446278,,0,0,3,3,1,0,10,0,1,0,0,0,0,0,commercial,yes,2,motorway_link,54.38356164383562,68,108
39,9726.0,42.03137331652554,11.962792231411816,CCS2_400,4.0,2,326000.0,4.0,467.479020979021,"POLYGON ((11.956745264564201 42.02685145786075, 11.956745264564201 42.035895175190326, 11.968839198259431 42.035895175190326, 11.968839198259431 42.02685145786075, 11.956745264564201 42.02685145786075))",1,1,0.0,,0,0,1,0,0,0,3,0,0,0,0,0,0,0,Other,yes,1,service,130.0,0,0
40,9729.0,43.81879153258581,11.17229195985093,CCS2_400,4.0,2,126000.0,4.0,392.52722222222224,"POLYGON ((11.166066943492613 43.814269673921025, 11.166066943492613 43.8233133912506, 11.178516976209249 43.8233133912506, 11.178516976209249 43.814269673921025, 11.166066943492613 43.814269673921025))",1,1,21.644404999999995,,0,0,0,0,0,0,12,0,1,0,0,0,0,0,commercial,yes,2,service,89.0909090909091,3,3
41,9817.0,43.83179219080415,11.16010001834332,CCS2_400,4.0,2,0.0,4.0,457.65641025641025,"POLYGON ((11.153873646117528 43.82727033213936, 11.153873646117528 43.83631404946894, 11.166326390569111 43.83631404946894, 11.166326390569111 43.82727033213936, 11.153873646117528 43.82727033213936))",1,1,107.43265199999999,,0,0,0,1,0,0,10,0,0,0,0,0,0,1,residential,yes,1,service,62.10526315789474,8,7
42,9834.0,44.96291787090095,9.906272294036722,CCS2_400,1.0,1,214000.0,4.0,470.0460784313725,"POLYGON ((9.899924381874483 44.958396012236165, 9.899924381874483 44.96743972956574, 9.91262020619896 44.96743972956574, 9.91262020619896 44.958396012236165, 9.899924381874483 44.958396012236165))",2,1,47.81271799999999,,0,0,2,0,0,0,2,0,0,0,0,0,0,1,Other,yes,2,service,65.45454545454545,3,2
43,9835.0,45.5738853,9.392549,CCS2_400,4.0,2,0.0,4.0,424.3016042780749,"POLYGON ((9.386132390000578 45.56936344133521, 9.386132390000578 45.57840715866479, 9.398965609999424 45.57840715866479, 9.398965609999424 45.56936344133521, 9.386132390000578 45.56936344133521))",1,1,48.46006999999998,,0,0,1,0,0,0,3,0,0,0,2,0,0,0,commercial,yes,2,service,56.4,4,3
44,9836.0,45.60832003095096,12.297277564364082,CCS2_400,1.0,1,0.0,4.0,503.6098484848485,"POLYGON ((12.290857016375083 45.603798172286176, 12.290857016375083 45.61284188961575, 12.30369811235308 45.61284188961575, 12.30369811235308 45.603798172286176, 12.290857016375083 45.603798172286176))",2,1,55.72388599999999,,0,0,2,0,0,0,14,0,1,0,0,0,0,2,residential,yes,3,service,70.0,4,3
45,9837.0,44.87931,11.57073,CCS2_400,1.0,1,0.0,4.0,507.5333333333333,"POLYGON ((11.56439131873129 44.87478814133521, 11.56439131873129 44.883831858664784, 11.577068681268708 44.883831858664784, 11.577068681268708 44.87478814133521, 11.56439131873129 44.87478814133521))",2,1,24.975959999999997,,0,0,0,0,0,0,26,0,0,0,0,0,0,2,Other,yes,2,service,130.0,0,0
46,9838.0,45.729051,9.028446,CCS2_400,1.0,1,0.0,4.0,456.3409090909091,"POLYGON ((9.022011588445116 45.72452914133521, 9.022011588445116 45.733572858664786, 9.034880411554886 45.733572858664786, 9.034880411554886 45.72452914133521, 9.022011588445116 45.72452914133521))",2,1,1148.073166,,0,0,2,0,0,0,17,0,0,0,1,0,0,2,residential,yes,2,residential,64.21052631578948,22,39
47,9839.0,45.7293,9.02912,CCS2_400,4.0,2,129000.0,4.0,450.34570828331334,"POLYGON ((9.022685559760978 45.724778141335214, 9.022685559760978 45.73382185866479, 9.035554440239023 45.73382185866479, 9.035554440239023 45.724778141335214, 9.022685559760978 45.724778141335214))",2,1,1186.059555,,0,0,2,0,0,0,17,0,0,0,1,0,0,2,residential,yes,2,service,64.21052631578948,19,33
48,9840.0,43.81879540319122,11.172247703403862,CCS2_400,1.0,1,100000.0,4.0,389.3571428571429,"POLYGON ((11.166022686642005 43.81427354452643, 11.166022686642005 43.823317261856005, 11.178472720165718 43.823317261856005, 11.178472720165718 43.81427354452643, 11.166022686642005 43.81427354452643))",1,1,21.644404999999995,,0,0,0,0,0,0,12,0,1,0,0,0,0,0,commercial,yes,2,service,89.0909090909091,3,3
49,9841.0,45.32147,9.37718,CCS2_400,1.0,1,250000.0,4.0,438.65,"POLYGON ((9.370792039413077 45.31694814133521, 9.370792039413077 45.325991858664786, 9.383567960586921 45.325991858664786, 9.383567960586921 45.31694814133521, 9.370792039413077 45.31694814133521))",1,1,9.684773999999999,,0,0,1,0,0,0,2,0,0,0,0,0,0,1,Other,yes,3,service,130.0,9,16
50,9842.0,45.72983940534127,9.02800875314488,CCS2_400,4.0,2,0.0,4.0,433.95595238095234,"POLYGON ((9.021574250766498 45.72531754667648, 9.021574250766498 45.734361264006054, 9.03444325552326 45.734361264006054, 9.03444325552326 45.72531754667648, 9.021574250766498 45.72531754667648))",2,1,942.432995,,0,0,3,1,0,0,19,0,0,0,1,0,0,2,residential,yes,2,service,55.0,12,19
51,9843.0,45.607714,12.298069,CCS2_400,1.0,1,0.0,4.0,413.66363636363633,"POLYGON ((12.291648521379132 45.603192141335214, 12.291648521379132 45.61223585866479, 12.304489478620868 45.61223585866479, 12.304489478620868 45.603192141335214, 12.291648521379132 45.603192141335214))",2,1,54.58183499999999,,0,0,2,0,0,0,14,0,1,0,0,0,0,2,residential,yes,3,service,70.0,4,3
52,9844.0,45.773998,9.04934,CCS2_400,4.0,2,0.0,4.0,429.5079365079365,"POLYGON ((9.042900404551672 45.76947614133521, 9.042900404551672 45.77851985866479, 9.05577959544833 45.77851985866479, 9.05577959544833 45.76947614133521, 9.042900404551672 45.76947614133521))",1,1,532.908114,,0,0,0,1,0,0,5,0,0,0,0,0,0,2,residential,yes,2,service,72.3076923076923,30,59
53,9918.0,44.28766933773564,8.441119911448869,CCS2_400,1.0,1,0.0,4.0,425.18174665617624,"POLYGON ((8.434845413092033 44.283147479070855, 8.434845413092033 44.29219119640043, 8.447394409805705 44.29219119640043, 8.447394409805705 44.283147479070855, 8.434845413092033 44.283147479070855))",1,1,2049.941994,,0,0,3,3,1,0,10,0,1,0,0,0,0,0,commercial,yes,2,motorway_link,53.888888888888886,69,111
54,9919.0,44.87931,11.57079,CCS2_400,4.0,2,0.0,4.0,441.9142045454546,"POLYGON ((11.564451318731292 44.87478814133521, 11.564451318731292 44.883831858664784, 11.577128681268709 44.883831858664784, 11.577128681268709 44.87478814133521, 11.564451318731292 44.87478814133521))",2,1,24.975959999999997,,0,0,0,0,0,0,26,0,0,0,0,0,0,2,Other,yes,2,service,130.0,0,0
55,9920.0,45.46226590000001,9.2378661,CCS2_400,4.0,2,326000.0,4.0,596.8759090909091,"POLYGON ((9.231462205886215 45.457744041335225, 9.231462205886215 45.4667877586648, 9.244269994113784 45.4667877586648, 9.244269994113784 45.457744041335225, 9.231462205886215 45.457744041335225))",1,1,7766.65312,,4,0,4,2,0,0,11,0,2,0,2,0,0,3,residential,yes,2,footway,40.42253521126761,74,120
56,9921.0,45.76298,8.80962,CCS2_400,1.0,1,0.0,4.0,424.2805429864253,"POLYGON ((8.80318167643513 45.75845814133521, 8.80318167643513 45.76750185866479, 8.81605832356487 45.76750185866479, 8.81605832356487 45.75845814133521, 8.80318167643513 45.75845814133521))",2,1,674.600107,,0,0,1,0,0,0,6,0,0,0,6,0,0,2,residential,yes,2,service,50.0,17,32
57,9922.0,45.4616799,9.2765061,CCS2_400,4.0,2,100000.0,4.0,548.5677450980392,"POLYGON ((9.270102272447327 45.45715804133521, 9.270102272447327 45.46620175866479, 9.282909927552675 45.46620175866479, 9.282909927552675 45.45715804133521, 9.270102272447327 45.45715804133521))",1,1,158.303079,,0,0,4,0,0,0,20,0,2,0,1,0,0,0,residential,yes,2,service,46.808510638297875,39,66
58,9922.0,45.4616799,9.2765061,CCS2_400,4.0,2,100000.0,4.0,548.5677450980392,"POLYGON ((9.270102272447327 45.45715804133521, 9.270102272447327 45.46620175866479, 9.282909927552675 45.46620175866479, 9.282909927552675 45.45715804133521, 9.270102272447327 45.45715804133521))",1,1,158.303079,,0,0,4,0,0,0,20,0,2,0,1,0,0,0,residential,yes,2,service,46.808510638297875,39,66
59,9922.0,45.4616799,9.2765061,CCS2_400,4.0,2,100000.0,4.0,548.5677450980392,"POLYGON ((9.270102272447327 45.45715804133521, 9.270102272447327 45.46620175866479, 9.282909927552675 45.46620175866479, 9.282909927552675 45.45715804133521, 9.270102272447327 45.45715804133521))",1,1,158.303079,,0,0,4,0,0,0,20,0,2,0,1,0,0,0,residential,yes,2,service,46.808510638297875,39,66
60,10268.0,43.8318004140493,11.160087277850982,CCS2_400,4.0,2,0.0,4.0,444.51082251082255,"POLYGON ((11.153860904767281 43.82727855538451, 11.153860904767281 43.836322272714085, 11.166313650934683 43.836322272714085, 11.166313650934683 43.82727855538451, 11.153860904767281 43.82727855538451))",1,1,107.43265199999999,,0,0,0,1,0,0,10,0,0,0,0,0,0,1,residential,yes,1,service,62.10526315789474,8,7
61,10287.0,43.65052,11.46442,CCS2_400,1.0,1,0.0,4.0,434.1333333333333,"POLYGON ((11.458212451133738 43.64599814133521, 11.458212451133738 43.65504185866479, 11.470627548866263 43.65504185866479, 11.470627548866263 43.64599814133521, 11.458212451133738 43.64599814133521))",2,1,296.330718,,0,0,1,0,0,0,3,0,0,0,0,0,0,0,residential,yes,2,service,80.0,21,34
62,10288.0,45.76237,8.81087,CCS2_400,1.0,1,0.0,4.0,334.7857142857143,"POLYGON ((8.804431746829989 45.75784814133521, 8.804431746829989 45.766891858664785, 8.81730825317001 45.766891858664785, 8.81730825317001 45.75784814133521, 8.804431746829989 45.75784814133521))",2,1,711.03716,,0,0,2,0,0,0,7,0,0,0,5,0,0,2,residential,yes,2,service,45.0,24,45
63,10538.0,41.25078,16.21886,CCS2_400,4.0,2,111700.0,4.0,510.3489583333333,"POLYGON ((16.212885842400173 41.24625814133521, 16.212885842400173 41.25530185866479, 16.224834157599826 41.25530185866479, 16.224834157599826 41.24625814133521, 16.212885842400173 41.24625814133521))",2,1,4.839978,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,yes,2,service,130.0,0,0
64,10539.0,41.918249,15.180058,CCS2_400,4.0,2,0.0,4.0,457.54790209790207,"POLYGON ((15.174021764122932 41.913727141335215, 15.174021764122932 41.92277085866479, 15.18609423587707 41.92277085866479, 15.18609423587707 41.913727141335215, 15.174021764122932 41.913727141335215))",1,1,0.097225,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,,2,path,,0,0
65,10540.0,41.90890271028204,15.168512077047428,CCS2_400,4.0,2,326000.0,4.0,559.2674783549783,"POLYGON ((15.162476725004668 41.904380851617255, 15.162476725004668 41.91342456894683, 15.174547429090188 41.91342456894683, 15.174547429090188 41.904380851617255, 15.162476725004668 41.904380851617255))",2,1,31.055431999999996,,0,0,0,0,0,0,11,0,0,0,2,0,0,0,Other,yes,2,service,130.0,3,4
66,10541.0,41.25181,16.2201,CCS2_400,1.0,1,0.0,4.0,431.08289473684215,"POLYGON ((16.214125748210684 41.24728814133521, 16.214125748210684 41.25633185866479, 16.226074251789314 41.25633185866479, 16.226074251789314 41.24728814133521, 16.214125748210684 41.24728814133521))",2,1,4.886698,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,yes,2,service,130.0,0,0
